学生姓名,生源地,毕业去向,就业单位名称/征兵办名称/项目名称/创业单位名称/升学院校名称/境外单位名称,单位/征兵办/项目/院校所属地区,单位/征兵办/项目/院校所属地区.1,岗位名称/专业名称/工作内容,职业类型,薪酬,签约时间/入伍时间/创业时间/就业时间/入学、入职时间,专业与就业相关度,院系,专业名称,学历
,广东省广州市从化区,境内升学,广东技术师范大学,广东省广州市白云区,广东省广州市白云区,学前教育,其他人员,,2021-08-27,,学前教育学院,学前教育,专科
,广东省汕尾市陆丰市,签劳动合同形式就业,广州市骏媛贸易有限公司,广东省广州市天河区,广东省广州市天河区,外贸业务员,商业和服务业人员,5000.0,2021-05-10,比较匹配,外语外贸学院,商务英语,专科
,广东省湛江市雷州市,境内升学,广东白云学院,广东省广州市白云区,广东省广州市白云区,数字传媒艺术,其他人员,,2021-09-01,,艺术设计学院,产品艺术设计,专科
,广东省茂名市电白区,签劳动合同形式就业,广东八方职信科技有限公司,广东省广州市天河区,广东省广州市天河区,征信顾问,商业和服务业人员,5000.0,2021-07-01,比较匹配,外语外贸学院,商务英语,专科
,广东省广州市,境内升学,广东第二师范学院,广东省广州市海珠区,广东省广州市海珠区,音乐学,其他人员,,2021-09-04,,艺术教育学院,音乐教育,专科
,广东省潮州市饶平县,签就业协议形式就业,广州市小马广源文化发展有限公司,广东省广州市白云区,广东省广州市白云区,早教指导师,教学人员,3300.0,2021-02-24,很匹配,学前教育学院,早期教育,专科
,广东省梅州市大埔县,其他录用形式就业,梅州爱而生幼儿园有限公司,广东省梅州市梅江区,广东省梅州市梅江区,英语教师,教学人员,2500.0,2021-06-30,匹配,外语外贸学院,应用英语,专科
,广东省揭阳市揭西县,其他录用形式就业,广州市番禺区大石街大山幼儿园,广东省广州市番禺区,广东省广州市番禺区,副班,教学人员,2300.0,2021-05-22,很匹配,学前教育学院,学前教育-5年制,专科
,广东省揭阳市揭西县,签劳动合同形式就业,揭西县五经富镇中心幼儿园,广东省揭阳市揭西县,广东省揭阳市揭西县,副班主任,教学人员,2500.0,2021-02-28,匹配,艺术教育学院,音乐教育-5年制,专科
,广东省江门市台山市,境内升学,广东科技学院,广东省东莞市,广东省东莞市,产品设计,其他人员,,2021-09-01,,艺术设计学院,产品艺术设计,专科
,广东省揭阳市惠来县,签就业协议形式就业,广州艺境乐器销售有限公司,广东省广州市番禺区,广东省广州市番禺区,跆拳道教练,教学人员,3000.0,2021-03-01,一般匹配,基础教育学院,英语教育-5年制,专科
,重庆市开州区,其他录用形式就业,惠州市开拓教育咨询服务有限公司,广东省惠州市惠阳区,广东省惠州市惠阳区,老师,教学人员,2600.0,2021-08-16,一般匹配,外语外贸学院,旅游英语,专科
,广东省广州市荔湾区,境内升学,广东技术师范大学,广东省广州市白云区,广东省广州市白云区,学前教育,其他人员,,2021-08-28,,学前教育学院,学前教育,专科
,河南省南阳市宛城区,签就业协议形式就业,莱茵技术监督服务（广东）有限公司,广东省广州市黄埔区,广东省广州市黄埔区,助理,其他人员,2500.0,2020-03-04,不匹配,外语外贸学院,商务日语,专科
,广东省云浮市郁南县,其他录用形式就业,佛山市南海区高越舞蹈培训有限公司,广东省佛山市南海区,广东省佛山市南海区,舞蹈老师,教学人员,5000.0,2021-04-01,匹配,学前教育学院,学前教育-2年制,专科
,广东省惠州市惠城区,自由职业,,广东省深圳市,广东省深圳市,翻译,其他人员,3000.0,2021-08-01,匹配,基础教育学院,英语教育,专科
,广东省肇庆市高要区,签就业协议形式就业,广东华铁轨道交通设计有限公司,广东省广州市越秀区,广东省广州市越秀区,人事行政,其他人员,4500.0,2021-03-04,比较匹配,公共管理学院,人力资源管理,专科
,广东省阳江市阳西县,境内升学,广州理工学院,广东省广州市白云区,广东省广州市白云区,市场营销,其他人员,,2019-09-01,,信息学院,数字媒体应用技术,专科
,广东省湛江市廉江市,自由职业,,广东省廉江市,广东省廉江市,网络营销,其他人员,6500.0,2021-06-28,一般匹配,音乐舞蹈学院,歌舞表演,专科
,广东省茂名市,签劳动合同形式就业,上海创思企业发展有限公司,上海市嘉定区,上海市嘉定区,游戏客服,商业和服务业人员,3000.0,2021-05-05,一般匹配,外语外贸学院,应用英语,专科
,广东省梅州市丰顺县,签劳动合同形式就业,佰欧新材料科技（广东）有限责任公司,广东省江门市蓬江区,广东省江门市蓬江区,外贸业务员,其他人员,2500.0,2021-04-13,匹配,外语外贸学院,应用英语,专科
,广东省广州市天河区,签就业协议形式就业,广州星舞教育咨询有限公司,广东省广州市,广东省广州市,舞蹈教师,教学人员,3000.0,2021-04-17,一般匹配,公共管理学院,文秘,专科
,广东省揭阳市普宁市,签就业协议形式就业,普宁市南径镇青洋小学,广东省普宁市,广东省普宁市,教师,教学人员,2500.0,2021-03-01,匹配,学前教育学院,早期教育,专科
,广东省广州市增城区,境内升学,广州商学院,广东省广州市黄埔区,广东省广州市黄埔区,英语,其他人员,,2021-09-01,,外语外贸学院,应用英语,专科
,广东省揭阳市揭西县,其他录用形式就业,深圳市煌悦塑胶电子有限公司,广东省深圳市宝安区,广东省深圳市宝安区,文员,其他人员,3000.0,2021-08-01,一般匹配,外语外贸学院,商务英语,专科
,广东省汕头市潮南区,其他录用形式就业,深圳市思跃电子有限公司,广东省深圳市福田区,广东省深圳市福田区,销售,其他人员,4200.0,2020-12-29,比较匹配,外语外贸学院,商务英语,专科
,广东省东莞市,境内升学,湛江科技学院,广东省湛江市麻章区,广东省湛江市麻章区,汉语国际教育,其他人员,,2021-09-04,,学前教育学院,早期教育,专科
,广东省揭阳市揭西县,境内升学,广州工商学院,广东省佛山市三水区,广东省佛山市三水区,物流管理,其他人员,,2021-08-29,,外语外贸学院,旅游英语,专科
,广东省茂名市,境内升学,广东金融学院,广东省广州市天河区,广东省广州市天河区,国际经济与贸易,其他人员,,2021-08-28,,外语外贸学院,国际贸易实务,专科
,广东省韶关市新丰县,签就业协议形式就业,深圳市新东升物业管理有限公司,广东省广州市天河区,广东省广州市天河区,助理,其他人员,2800.0,2021-03-22,一般匹配,公共管理学院,文秘,专科
,广东省揭阳市揭西县,其他录用形式就业,广州市荔湾区小绿堡保利曼城幼儿园,广东省广州市越秀区,广东省广州市越秀区,幼儿教师,教学人员,3000.0,2021-03-01,很匹配,学前教育学院,学前教育-2年制,专科
,广东省广州市增城区,签就业协议形式就业,广州市增城区大敦幼儿园,广东省广州市增城区,广东省广州市增城区,配班老师,教学人员,2300.0,2021-02-20,很匹配,学前教育学院,学前教育,专科
,广东省茂名市电白区,其他录用形式就业,广东信益智能科技有限公司,广东省佛山市南海区,广东省佛山市南海区,业务员,其他人员,3000.0,2021-04-24,一般匹配,外语外贸学院,商务英语,专科
,广东省广州市番禺区,其他录用形式就业,佛山市南海区西樵泰和幼儿园,广东省佛山市南海区,广东省佛山市南海区,配班老师,教学人员,6300.0,2021-03-01,匹配,学前教育学院,学前教育,专科
,广东省阳江市阳春市,境内升学,广州科技职业技术大学,广东省广州市白云区,广东省广州市白云区,应用英语,其他人员,,2021-09-15,,外语外贸学院,旅游英语,专科
,广东省惠州市惠东县,其他录用形式就业,岭南文化传媒（广东）有限公司,广东省广州市天河区,广东省广州市天河区,摄影,其他人员,3000.0,2021-01-20,很匹配,信息学院,数字媒体应用技术,专科
,广东省梅州市五华县,其他录用形式就业,广州恩卓艺术培训有限公司,广东省广州市海珠区,广东省广州市海珠区,舞蹈主教,教学人员,4000.0,2021-03-01,一般匹配,音乐舞蹈学院,舞蹈表演,专科
,广东省潮州市饶平县,签劳动合同形式就业,广州乐骑体育用品有限公司,广东省广州市番禺区,广东省广州市番禺区,外贸业务员,商业和服务业人员,3000.0,2021-05-20,很匹配,外语外贸学院,商务英语,专科
,广东省梅州市丰顺县,签劳动合同形式就业,广州蓓思亲教育咨询有限公司,广东省广州市番禺区,广东省广州市番禺区,副班教师,教学人员,2500.0,2021-02-27,很匹配,学前教育学院,早期教育,专科
,广东省广州市天河区,签就业协议形式就业,广州市卓越里程教育科技有限公司,广东省广州市海珠区,广东省广州市海珠区,老师,教学人员,2300.0,2021-02-02,匹配,学前教育学院,学前教育-2年制,专科
,广东省汕头市潮阳区,境内升学,广东技术师范大学,广东省广州市天河区,广东省广州市天河区,学前教育专业,其他人员,,2021-09-01,,学前教育学院,学前教育,专科
,广东省梅州市兴宁市,签就业协议形式就业,广州意法时尚元素贸易有限公司,广东省广州市越秀区,广东省广州市越秀区,业务员,其他人员,3000.0,2021-12-06,很匹配,外语外贸学院,国际贸易实务,专科
,广东省广州市海珠区,签劳动合同形式就业,广州星亮文艺创作有限公司,广东省广州市越秀区,广东省广州市越秀区,舞蹈教师,教学人员,3500.0,2021-09-01,匹配,艺术教育学院,舞蹈教育,专科
,广东省佛山市南海区,其他录用形式就业,广州沐艺包装制品科技有限公司,广东省广州市白云区,广东省广州市白云区,仓库数据管理,工程技术人员,4000.0,2021-04-15,比较匹配,信息学院,计算机应用技术（云计算运维）,专科
,广东省阳江市阳东区,签就业协议形式就业,阳江市浩丰五金工贸有限公司,广东省阳江市江城区,广东省阳江市江城区,办公室助理,其他人员,2500.0,2020-11-01,比较匹配,公共管理学院,文秘,专科
,广东省梅州市兴宁市,境内升学,广东技术师范大学,广东省广州市白云区,广东省广州市白云区,学前教育,其他人员,,2021-08-28,,学前教育学院,学前教育,专科
,广东省湛江市吴川市,签就业协议形式就业,广州市荔湾区富足鞋材行,广东省广州市荔湾区,广东省广州市荔湾区,对接外销客户,其他人员,3000.0,2021-03-15,不匹配,艺术教育学院,音乐教育,专科
,广东省肇庆市四会市,签就业协议形式就业,江门科宣健康咨询有限公司,广东省江门市蓬江区,广东省江门市蓬江区,外勤,其他人员,3000.0,2021-03-01,一般匹配,学前教育学院,早期教育,专科
,广东省肇庆市怀集县,境内升学,广东东软学院,广东省佛山市南海区,广东省佛山市南海区,环境设计,其他人员,,2021-09-11,匹配,艺术设计学院,产品艺术设计,专科
,广东省广州市荔湾区,境内升学,广州应用科技学院,广东省广州市增城区,广东省广州市增城区,新闻学,其他人员,,2021-08-26,,外语外贸学院,商务英语,专科
,广东省揭阳市惠来县,签就业协议形式就业,广州市天河区博艺幼儿园,广东省广州市天河区,广东省广州市天河区,副班,教学人员,3700.0,2021-02-15,很匹配,学前教育学院,学前教育-2年制,专科
,广东省清远市英德市,其他录用形式就业,广州市海珠区金雁教育培训中心,广东省广州市海珠区,广东省广州市海珠区,副班,教学人员,3000.0,2021-02-27,很匹配,学前教育学院,学前教育-2年制,专科
,广东省河源市东源县,其他录用形式就业,佛山市宵瑶餐饮管理有限公司,广东省广州市天河区,广东省广州市天河区,服务员,商业和服务业人员,3000.0,2021-03-24,不匹配,信息学院,数字媒体应用技术-2年制,专科
,广东省广州市天河区,境内升学,广州华商学院,广东省广州市增城区,广东省广州市增城区,学前教育,其他人员,,2021-09-01,,学前教育学院,学前教育-5年制,专科
,广东省茂名市电白区,签就业协议形式就业,广州塔尖文化科技有限公司,广东省广州市,广东省广州市,美术助教,教学人员,2000.0,2021-04-05,比较匹配,学前教育学院,学前教育-2年制,专科
